,Team Code,Game Code,Average Rush Att,Average Rush Yard,Average Rush TD,Average Pass Att,Average Pass Comp,Average Pass Yard,Average Pass TD,Average Pass Int,Average Pass Conv,Average Kickoff Ret,Average Kickoff Ret Yard,Average Kickoff Ret TD,Average Punt Ret,Average Punt Ret Yard,Average Punt Ret TD,Average Fum Ret,Average Fum Ret Yard,Average Fum Ret TD,Average Int Ret,Average Int Ret Yard,Average Int Ret TD,Average Misc Ret,Average Misc Ret Yard,Average Misc Ret TD,Average Field Goal Att,Average Field Goal Made,Average Off XP Kick Att,Average Off XP Kick Made,Average Off 2XP Att,Average Off 2XP Made,Average Def 2XP Att,Average Def 2XP Made,Average Safety,Average Points,Average Punt,Average Punt Yard,Average Kickoff,Average Kickoff Yard,Average Kickoff Touchback,Average Kickoff Out-Of-Bounds,Average Kickoff Onside,Average Fumble,Average Fumble Lost,Average Tackle Solo,Average Tackle Assist,Average Tackle For Loss,Average Tackle For Loss Yard,Average Sack,Average Sack Yard,Average QB Hurry,Average Fumble Forced,Average Pass Broken Up,Average Kick/Punt Blocked,Average 1st Down Rush,Average 1st Down Pass,Average 1st Down Penalty,Average Time Of Possession,Average Penalty,Average Penalty Yard,Average Third Down Att,Average Third Down Conv,Average Fourth Down Att,Average Fourth Down Conv,Average Red Zone Att,Average Red Zone TD,Average Red Zone Field Goal,Home or Away
0,698,698052220050903,45.63636363636363,204.36363636363637,2.8181818181818183,30.272727272727273,16.818181818181817,206.0909090909091,1.2727272727272727,0.9090909090909091,0.0,2.1818181818181817,56.63636363636363,0.18181818181818182,2.272727272727273,28.454545454545453,0.0,0.45454545454545453,4.545454545454546,0.09090909090909091,2.272727272727273,25.636363636363637,0.0,0.09090909090909091,1.8181818181818181,0.0,1.9090909090909092,1.4545454545454546,4.090909090909091,3.727272727272727,0.18181818181818182,0.09090909090909091,0.0,0.0,0.09090909090909091,34.63636363636363,5.545454545454546,204.0909090909091,6.636363636363637,402.6363636363636,2.6363636363636362,0.2727272727272727,0.0,1.7272727272727273,0.6363636363636364,45.90909090909091,24.90909090909091,8.272727272727273,34.45454545454545,3.4545454545454546,22.727272727272727,0.18181818181818182,1.0,3.909090909090909,0.2727272727272727,11.181818181818182,8.818181818181818,1.4545454545454546,1765.1818181818182,8.363636363636363,81.18181818181819,15.818181818181818,5.7272727272727275,1.7272727272727273,1.0,4.909090909090909,3.090909090909091,1.1818181818181819,Away
0,698,732069820050915,44.63636363636363,188.9090909090909,2.727272727272727,32.81818181818182,18.272727272727273,218.63636363636363,1.2727272727272727,1.0,0.0,2.090909090909091,51.36363636363637,0.18181818181818182,2.0,27.272727272727273,0.0,0.45454545454545453,4.454545454545454,0.09090909090909091,2.272727272727273,25.90909090909091,0.0,0.09090909090909091,1.8181818181818181,0.0,1.9090909090909092,1.4545454545454546,4.090909090909091,3.727272727272727,0.18181818181818182,0.09090909090909091,0.0,0.0,0.09090909090909091,34.09090909090909,5.545454545454546,209.72727272727272,6.636363636363637,400.6363636363636,2.6363636363636362,0.2727272727272727,0.0,1.6363636363636365,0.6363636363636364,44.90909090909091,24.363636363636363,8.454545454545455,35.90909090909091,3.4545454545454546,24.272727272727273,0.2727272727272727,1.0909090909090908,3.909090909090909,0.2727272727272727,10.636363636363637,9.545454545454545,1.7272727272727273,1816.909090909091,9.0,84.0909090909091,16.181818181818183,5.818181818181818,1.8181818181818181,1.0,4.818181818181818,3.0,1.1818181818181819,Home
0,651,367065120050924,48.36363636363637,198.63636363636363,1.7272727272727273,26.636363636363637,12.545454545454545,148.27272727272728,0.6363636363636364,1.2727272727272727,0.0,3.0,57.09090909090909,0.0,3.6363636363636362,45.09090909090909,0.0,0.09090909090909091,1.0,0.09090909090909091,1.0909090909090908,9.272727272727273,0.18181818181818182,0.0,0.0,0.0,1.6363636363636365,0.9090909090909091,2.4545454545454546,2.272727272727273,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,21.0,5.909090909090909,230.36363636363637,4.454545454545454,261.3636363636364,1.0909090909090908,0.36363636363636365,0.09090909090909091,1.0909090909090908,0.8181818181818182,36.90909090909091,25.454545454545453,7.454545454545454,29.636363636363637,2.909090909090909,19.90909090909091,0.09090909090909091,1.3636363636363635,2.5454545454545454,0.18181818181818182,10.818181818181818,7.090909090909091,0.9090909090909091,1946.6363636363637,8.818181818181818,69.72727272727273,16.90909090909091,6.2727272727272725,2.0,1.0909090909090908,3.8181818181818183,1.9090909090909092,0.8181818181818182,Home
0,490,490025520051006,37.18181818181818,130.63636363636363,1.1818181818181819,28.181818181818183,15.0,186.54545454545453,1.0909090909090908,1.0909090909090908,0.0,2.909090909090909,73.63636363636364,0.0,3.1818181818181817,21.454545454545453,0.0,0.09090909090909091,0.36363636363636365,0.0,1.0,14.909090909090908,0.18181818181818182,0.0,0.0,0.0,1.7272727272727273,1.2727272727272727,2.4545454545454546,2.3636363636363638,0.0,0.0,0.0,0.0,0.09090909090909091,21.09090909090909,6.2727272727272725,240.8181818181818,4.7272727272727275,301.09090909090907,2.272727272727273,0.09090909090909091,0.0,1.7272727272727273,0.9090909090909091,36.54545454545455,35.63636363636363,10.227272727272727,42.36363636363637,3.8181818181818183,27.0,6.090909090909091,0.8181818181818182,3.909090909090909,0.36363636363636365,6.545454545454546,7.363636363636363,1.6363636363636365,1758.8181818181818,7.363636363636363,58.63636363636363,13.818181818181818,3.4545454545454546,1.4545454545454546,0.6363636363636364,3.3636363636363638,1.5454545454545454,1.1818181818181819,Away
0,509,796050920051008,37.90909090909091,182.72727272727272,1.9090909090909092,43.27272727272727,26.727272727272727,301.8181818181818,1.7272727272727273,0.8181818181818182,0.0,3.090909090909091,54.63636363636363,0.0,1.5454545454545454,23.545454545454547,0.09090909090909091,0.09090909090909091,7.818181818181818,0.09090909090909091,1.6363636363636365,24.272727272727273,0.18181818181818182,0.0,0.0,0.0,1.9090909090909092,1.0,3.8181818181818183,3.6363636363636362,0.18181818181818182,0.0,0.0,0.0,0.0,30.636363636363637,4.818181818181818,185.0909090909091,5.636363636363637,313.72727272727275,1.0909090909090908,0.45454545454545453,0.36363636363636365,1.8181818181818181,0.9090909090909091,41.27272727272727,39.63636363636363,3.0,9.818181818181818,0.9090909090909091,3.090909090909091,2.5454545454545454,1.2727272727272727,3.4545454545454546,0.0,10.727272727272727,13.818181818181818,2.727272727272727,1780.909090909091,5.818181818181818,44.18181818181818,15.454545454545455,6.363636363636363,1.8181818181818181,1.0,5.181818181818182,3.0,0.9090909090909091,Home
0,473,473081120051015,46.1,196.3,2.0,28.9,17.4,205.3,1.6,1.3,0.1,3.2,59.0,0.0,2.2,17.6,0.0,0.3,3.2,0.2,1.3,20.3,0.1,0.0,0.0,0.0,1.2,1.1,3.5,3.0,0.4,0.1,0.0,0.0,0.0,29.9,5.1,195.9,6.0,376.0,2.9,0.4,0.1,1.8,0.6,37.3,32.1,7.0,31.7,3.55,24.0,1.3,0.7,3.9,0.3,10.8,9.3,2.2,1925.2,7.0,53.0,15.5,6.3,1.4,0.5,4.0,2.7,0.7,Away
0,528,528010720051015,37.0,116.7,1.5,42.5,24.6,306.5,1.3,2.0,0.0,4.4,95.9,0.0,2.9,16.3,0.0,0.2,3.7,0.0,1.0,17.9,0.2,0.1,0.0,0.0,2.5,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,27.0,5.1,206.2,6.0,361.3,1.0,0.2,0.0,2.2,1.2,37.5,35.2,7.5,26.4,1.9,13.4,2.5,0.9,3.7,0.4,6.1,14.6,1.7,1951.7,8.8,77.4,17.1,6.4,1.9,1.2,4.5,1.9,1.5,Away
0,434,463043420051022,42.09090909090909,198.72727272727272,2.0,39.18181818181818,23.181818181818183,222.54545454545453,1.2727272727272727,0.9090909090909091,0.09090909090909091,3.0,59.81818181818182,0.0,1.7272727272727273,22.818181818181817,0.09090909090909091,0.36363636363636365,5.909090909090909,0.18181818181818182,1.0,21.0,0.2727272727272727,0.0,0.0,0.0,1.5454545454545454,1.0909090909090908,3.3636363636363638,3.090909090909091,0.45454545454545453,0.2727272727272727,0.0,0.0,0.0,29.818181818181817,5.363636363636363,217.0,5.818181818181818,356.72727272727275,2.1818181818181817,0.09090909090909091,0.0,2.0,1.1818181818181819,45.81818181818182,29.545454545454547,7.0,29.363636363636363,2.3181818181818183,16.90909090909091,0.7272727272727273,1.0,4.454545454545454,0.2727272727272727,10.818181818181818,10.454545454545455,2.0,1704.4545454545455,7.363636363636363,69.27272727272727,17.545454545454547,7.636363636363637,2.272727272727273,1.3636363636363635,3.5454545454545454,2.5454545454545454,0.6363636363636364,Home
0,509,509041620051022,38.63636363636363,192.8181818181818,1.9090909090909092,43.81818181818182,26.90909090909091,304.54545454545456,1.8181818181818181,0.8181818181818182,0.0,3.272727272727273,62.81818181818182,0.0,1.6363636363636365,24.0,0.09090909090909091,0.0,0.0,0.0,1.5454545454545454,18.545454545454547,0.18181818181818182,0.0,0.0,0.0,2.0,1.0909090909090908,3.8181818181818183,3.5454545454545454,0.18181818181818182,0.0,0.0,0.0,0.0,30.818181818181817,4.818181818181818,187.54545454545453,5.7272727272727275,308.09090909090907,1.0,0.45454545454545453,0.36363636363636365,1.9090909090909092,1.0,39.63636363636363,42.36363636363637,3.272727272727273,10.090909090909092,1.0909090909090908,4.090909090909091,2.909090909090909,1.1818181818181819,3.0,0.0,10.727272727272727,13.818181818181818,2.4545454545454546,1791.7272727272727,5.909090909090909,47.0,16.09090909090909,6.909090909090909,1.8181818181818181,1.0,5.2727272727272725,3.0,1.0,Away
0,156,811015620051022,34.36363636363637,123.45454545454545,1.2727272727272727,33.18181818181818,20.727272727272727,274.27272727272725,1.9090909090909092,1.2727272727272727,0.0,4.090909090909091,83.63636363636364,0.0,1.7272727272727273,19.818181818181817,0.09090909090909091,0.18181818181818182,0.6363636363636364,0.0,1.0,15.090909090909092,0.0,0.09090909090909091,-0.6363636363636364,0.0,1.4545454545454546,1.0,2.8181818181818183,2.8181818181818183,0.45454545454545453,0.0,0.09090909090909091,0.0,0.09090909090909091,25.636363636363637,4.2727272727272725,190.27272727272728,5.363636363636363,328.1818181818182,2.4545454545454546,0.09090909090909091,0.0,1.6363636363636365,0.6363636363636364,43.36363636363637,28.363636363636363,5.181818181818182,19.181818181818183,1.3636363636363635,9.363636363636363,0.18181818181818182,1.0,2.272727272727273,0.36363636363636365,6.818181818181818,12.363636363636363,0.9090909090909091,1791.2727272727273,6.090909090909091,49.09090909090909,13.636363636363637,5.636363636363637,1.8181818181818181,0.8181818181818182,4.090909090909091,2.272727272727273,0.9090909090909091,Home
0,648,648069420051029,30.636363636363637,97.9090909090909,1.1818181818181819,28.90909090909091,17.363636363636363,218.8181818181818,1.7272727272727273,1.0,0.0,3.4545454545454546,73.0,0.0,1.6363636363636365,7.7272727272727275,0.0,0.18181818181818182,2.727272727272727,0.18181818181818182,1.0,12.727272727272727,0.09090909090909091,0.18181818181818182,1.8181818181818181,0.0,1.0909090909090908,0.8181818181818182,3.090909090909091,2.8181818181818183,0.09090909090909091,0.0,0.0,0.0,0.0,24.363636363636363,4.818181818181818,193.9090909090909,5.0,310.45454545454544,2.4545454545454546,0.18181818181818182,0.09090909090909091,2.1818181818181817,0.7272727272727273,45.90909090909091,29.272727272727273,7.954545454545454,30.0,2.772727272727273,16.636363636363637,2.1818181818181817,1.1818181818181819,4.0,0.18181818181818182,5.909090909090909,9.636363636363637,1.6363636363636365,1648.6363636363637,5.636363636363637,45.81818181818182,11.363636363636363,3.8181818181818183,1.1818181818181819,0.36363636363636365,3.272727272727273,2.090909090909091,0.6363636363636364,Away
0,29,110002920051105,33.9,102.7,0.8,34.4,19.7,231.8,1.7,1.6,0.0,2.7,63.6,0.0,1.8,15.0,0.0,0.0,0.0,0.0,1.2,13.3,0.1,0.0,0.0,0.0,1.0,0.6,2.6,2.4,0.0,0.0,0.0,0.0,0.1,20.0,5.7,258.2,4.4,282.4,3.1,0.1,0.0,1.7,1.2,42.5,23.0,5.0,20.4,2.0,11.0,0.1,0.9,3.6,0.0,6.2,10.0,2.6,1765.6,6.6,51.3,14.8,5.6,1.4,0.5,3.0,1.9,0.4,Home
0,328,463032820051105,34.63636363636363,126.81818181818181,1.2727272727272727,33.54545454545455,17.727272727272727,193.9090909090909,1.0,1.6363636363636365,0.18181818181818182,2.1818181818181817,43.36363636363637,0.0,4.2727272727272725,52.72727272727273,0.09090909090909091,0.18181818181818182,1.6363636363636365,0.0,1.2727272727272727,18.363636363636363,0.09090909090909091,0.0,0.0,0.0,1.7272727272727273,1.1818181818181819,2.1818181818181817,2.0,0.2727272727272727,0.18181818181818182,0.0,0.0,0.09090909090909091,20.818181818181817,5.7272727272727275,243.0909090909091,4.7272727272727275,298.1818181818182,2.4545454545454546,0.0,0.0,2.090909090909091,0.8181818181818182,41.36363636363637,28.272727272727273,8.818181818181818,34.45454545454545,2.4545454545454546,18.272727272727273,2.6363636363636362,1.0,3.6363636363636362,0.09090909090909091,6.909090909090909,8.727272727272727,1.7272727272727273,1753.909090909091,7.454545454545454,67.81818181818181,14.909090909090908,5.0,1.3636363636363635,0.2727272727272727,3.5454545454545454,1.8181818181818181,0.9090909090909091,Home
0,490,490023420051105,36.0,117.9090909090909,1.0909090909090908,28.90909090909091,15.818181818181818,199.72727272727272,1.1818181818181819,1.2727272727272727,0.0,2.8181818181818183,74.0,0.0,2.8181818181818183,17.636363636363637,0.0,0.09090909090909091,0.36363636363636365,0.0,0.9090909090909091,10.272727272727273,0.18181818181818182,0.0,0.0,0.0,1.6363636363636365,1.1818181818181819,2.4545454545454546,2.3636363636363638,0.0,0.0,0.0,0.0,0.09090909090909091,20.818181818181817,6.090909090909091,240.8181818181818,4.545454545454546,290.6363636363636,2.272727272727273,0.09090909090909091,0.0,1.7272727272727273,0.9090909090909091,35.90909090909091,38.36363636363637,10.090909090909092,41.18181818181818,3.5454545454545454,25.727272727272727,6.090909090909091,0.7272727272727273,3.6363636363636362,0.36363636363636365,6.363636363636363,7.909090909090909,1.5454545454545454,1726.7272727272727,7.636363636363637,62.09090909090909,13.636363636363637,3.6363636363636362,1.3636363636363635,0.6363636363636364,3.1818181818181817,1.4545454545454546,1.0909090909090908,Away
0,732,811073220051105,41.18181818181818,178.45454545454547,1.5454545454545454,33.63636363636363,20.545454545454547,286.3636363636364,2.0,0.9090909090909091,0.09090909090909091,3.090909090909091,66.45454545454545,0.0,2.6363636363636362,17.545454545454547,0.0,0.09090909090909091,2.727272727272727,0.0,1.2727272727272727,10.818181818181818,0.09090909090909091,0.0,0.0,0.0,1.4545454545454546,1.1818181818181819,3.4545454545454546,3.272727272727273,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.0,28.818181818181817,5.454545454545454,200.36363636363637,5.636363636363637,343.6363636363636,1.3636363636363635,0.18181818181818182,0.0,2.272727272727273,1.2727272727272727,37.0,35.81818181818182,5.818181818181818,24.363636363636363,2.272727272727273,14.818181818181818,0.18181818181818182,0.2727272727272727,2.3636363636363638,0.18181818181818182,9.272727272727273,12.363636363636363,1.0,1851.7272727272727,7.909090909090909,65.18181818181819,15.272727272727273,6.090909090909091,1.5454545454545454,0.9090909090909091,3.3636363636363638,2.0,0.8181818181818182,Home
0,648,235064820051112,29.90909090909091,92.9090909090909,0.8181818181818182,30.727272727272727,18.727272727272727,229.36363636363637,1.9090909090909092,1.0909090909090908,0.0,3.272727272727273,70.45454545454545,0.0,1.7272727272727273,7.7272727272727275,0.0,0.18181818181818182,2.727272727272727,0.18181818181818182,1.0,8.454545454545455,0.09090909090909091,0.18181818181818182,1.8181818181818181,0.0,1.1818181818181819,0.8181818181818182,2.8181818181818183,2.6363636363636362,0.18181818181818182,0.0,0.0,0.0,0.0,23.09090909090909,4.909090909090909,195.8181818181818,4.909090909090909,303.54545454545456,2.272727272727273,0.18181818181818182,0.09090909090909091,2.4545454545454546,0.9090909090909091,45.90909090909091,29.90909090909091,7.863636363636363,29.181818181818183,2.409090909090909,15.0,2.4545454545454546,1.0909090909090908,3.909090909090909,0.18181818181818182,5.545454545454546,10.363636363636363,1.3636363636363635,1683.0,6.2727272727272725,48.90909090909091,12.0,4.090909090909091,1.1818181818181819,0.36363636363636365,3.0,1.9090909090909092,0.5454545454545454,Home
0,521,700052120051112,38.0,139.0,1.4,29.9,14.8,178.6,1.0,1.6,0.1,4.3,89.5,0.0,2.2,13.0,0.0,0.2,0.9,0.0,0.4,5.2,0.0,0.2,2.9,0.0,1.2,1.0,2.1,2.0,0.3,0.2,0.1,0.0,0.0,19.8,6.4,249.0,4.3,254.5,1.3,0.0,0.1,3.0,1.7,45.9,31.4,7.0,26.9,2.25,14.0,0.9,1.2,3.0,0.4,8.1,8.2,1.5,1638.4,7.3,55.4,13.6,3.7,1.3,1.0,3.3,1.9,0.8,Home
